order_id, amount_paid, address_id  ,customer_id ,date_create ,date_updated , order_status
64,22549,0,9628,2012-12-26 01:45:51.0,null,Placed
65,19164,0,4476,2009-04-16 11:52:44.0,null,Placed
66,95045,0,282,1995-03-11 06:44:41.0,null,Placed
67,14866,0,3357,2012-10-15 15:10:30.0,null,Placed
68,2837,0,5888,2004-06-26 07:07:26.0,null,Placed
69,50699,0,4994,1998-03-13 12:24:17.0,null,Placed
70,16563,0,5112,2014-05-30 23:18:03.0,null,Placed
71,99591,0,2917,2009-09-13 00:15:04.0,null,Placed
72,63653,0,3166,1999-04-25 06:20:55.0,null,Placed
73,74857,0,4013,2010-06-15 06:25:55.0,null,Placed
74,39039,0,9832,1999-10-10 15:21:43.0,null,Placed
75,85755,0,8077,2000-10-24 08:24:28.0,null,Placed
76,26769,0,5352,1996-11-26 06:47:52.0,null,Placed
77,79721,0,1625,2005-06-17 01:12:36.0,null,Placed
78,68007,0,6098,2013-08-06 07:42:54.0,null,Placed
79,32786,0,709,2011-03-17 19:29:28.0,null,Placed
80,27737,0,6036,2004-09-01 00:31:49.0,null,Placed
81,20770,0,2411,1996-06-05 08:06:52.0,null,Placed
82,14106,0,8449,1997-02-27 19:22:08.0,null,Placed
83,90602,0,509,1997-08-20 17:18:53.0,null,Placed
84,74726,0,435,1997-02-18 19:16:18.0,null,Placed
85,4691,0,9385,2009-03-24 17:07:52.0,null,Placed
86,93161,0,9369,2009-11-28 13:32:15.0,null,Placed
87,69073,0,3870,2008-03-21 01:08:30.0,null,Placed
88,66492,0,796,2006-12-16 13:07:55.0,null,Placed
89,77098,0,2006,1997-06-22 13:31:24.0,null,Placed
90,27906,0,1328,2014-08-13 21:36:54.0,null,Placed
91,18584,0,511,2008-02-10 06:27:24.0,null,Placed
92,75590,0,7326,1997-03-21 03:09:19.0,null,Placed
93,17712,0,6431,2014-07-27 08:18:50.0,null,Placed
94,52384,0,7010,2000-06-14 06:18:52.0,null,Placed
95,2427,0,9247,2014-05-06 13:32:36.0,null,Placed
96,57406,0,4958,2009-07-03 03:47:36.0,null,Placed
97,5297,0,5244,2008-05-28 12:08:41.0,null,Placed
98,45581,0,6301,2000-12-02 19:00:40.0,null,Placed
99,51503,0,3132,2008-01-27 12:31:50.0,null,Placed
100,21178,0,7041,2007-03-12 09:23:54.0,null,Placed
101,48271,0,7961,2009-06-08 08:07:43.0,null,Placed
102,90665,0,587,2008-08-15 12:24:40.0,null,Placed
103,12682,0,4876,1997-05-16 19:26:05.0,null,Placed
104,33860,0,2716,1998-06-03 08:50:48.0,null,Placed
105,50712,0,8323,2007-10-14 09:15:43.0,null,Placed
106,8960,0,9020,2013-10-07 19:37:50.0,null,Placed
107,33537,0,4829,2008-11-14 11:51:07.0,null,Placed
108,92586,0,2399,2008-02-25 22:20:27.0,null,Placed
109,4346,0,2758,2000-02-27 04:00:54.0,null,Placed
110,62610,0,9718,1998-06-09 00:46:49.0,null,Placed
111,75558,0,2537,2011-05-02 22:51:22.0,null,Placed
112,37790,0,3309,2013-11-04 16:33:16.0,null,Placed
113,11715,0,5183,2012-03-10 07:41:45.0,null,Placed
114,78660,0,7995,2003-07-02 08:08:56.0,null,Placed
115,51233,0,4563,1999-06-22 13:41:43.0,null,Placed
116,72756,0,1328,2004-02-15 16:07:22.0,null,Placed
117,68098,0,8206,2006-12-30 11:08:47.0,null,Placed
118,89647,0,7889,2010-03-06 07:04:26.0,null,Placed
119,90385,0,6841,2011-02-21 15:54:38.0,null,Placed
120,187,0,9081,2004-12-18 15:40:44.0,null,Placed
121,96294,0,6362,1995-07-29 08:24:13.0,null,Placed
122,25319,0,1911,2003-03-06 15:37:24.0,null,Placed
123,36807,0,7384,1996-02-21 07:27:05.0,null,Placed
124,13872,0,5731,2002-10-11 22:25:29.0,null,Placed
125,88097,0,7334,2009-10-18 02:55:11.0,null,Placed
126,64745,0,3748,2007-05-17 08:06:26.0,null,Placed
127,8073,0,6877,1999-10-27 01:21:04.0,null,Placed
128,72532,0,5511,1998-11-28 13:24:21.0,null,Placed
129,76459,0,1187,2003-09-09 17:53:14.0,null,Placed
130,87705,0,2018,2014-12-20 17:37:54.0,null,Placed
131,73383,0,2297,2009-09-12 15:38:57.0,null,Placed
132,65801,0,9080,2014-12-18 05:33:41.0,null,Placed
133,62699,0,6304,2013-09-09 22:19:31.0,null,Placed
134,68909,0,9359,2005-02-08 14:39:13.0,null,Placed
135,22089,0,2193,1998-04-19 07:01:00.0,null,Placed
136,89611,0,2502,2013-06-07 10:36:23.0,null,Placed
137,95352,0,9717,2013-08-07 02:29:10.0,null,Placed
138,15435,0,5654,2002-11-15 08:44:42.0,null,Placed
139,45218,0,773,2000-05-17 00:49:30.0,null,Placed
140,81805,0,684,2003-01-26 12:55:08.0,null,Placed
141,10817,0,9226,2004-11-28 06:08:38.0,null,Placed
142,60262,0,7236,2009-08-24 10:35:34.0,null,Placed
143,96552,0,5794,2007-10-18 08:07:22.0,null,Placed
144,42585,0,5064,2003-06-16 18:26:22.0,null,Placed
145,82111,0,2023,2008-04-03 17:28:51.0,null,Placed
146,54539,0,6709,2001-10-05 01:20:18.0,null,Placed
147,34778,0,8065,2010-03-18 22:12:55.0,null,Placed
148,24432,0,9694,2008-03-25 12:44:07.0,null,Placed
149,48068,0,3835,2006-08-23 05:58:24.0,null,Placed
150,33950,0,6110,1999-05-29 14:23:44.0,null,Placed
151,19107,0,4682,2014-10-10 09:22:20.0,null,Placed
152,72011,0,3955,2011-06-03 08:18:05.0,null,Placed
153,71694,0,4479,1996-03-04 19:04:16.0,null,Placed
154,62603,0,3362,2012-10-04 08:45:40.0,null,Placed
155,5992,0,195,2003-01-25 06:18:02.0,null,Placed
156,48948,0,3376,2006-05-02 07:12:14.0,null,Placed
157,80422,0,8024,2005-01-01 02:07:03.0,null,Placed
158,66566,0,4709,1997-03-31 10:58:31.0,null,Placed
159,25783,0,9169,2008-06-22 10:56:39.0,null,Placed
160,8703,0,2595,2011-06-19 23:07:43.0,null,Placed
161,19544,0,2576,2006-03-01 19:10:03.0,null,Placed
162,81328,0,9569,2014-12-15 00:49:28.0,null,Placed
163,99495,0,8815,2002-03-09 07:13:06.0,null,Placed
164,55137,0,2092,2002-11-15 00:58:11.0,null,Placed
165,29940,0,3197,1995-01-18 18:18:49.0,null,Placed
166,28411,0,9906,2004-01-30 05:49:47.0,null,Placed
167,29210,0,9282,2001-01-10 14:17:41.0,null,Placed
168,80442,0,8920,1997-06-15 06:01:25.0,null,Placed
169,60668,0,8024,2007-02-27 19:02:58.0,null,Placed
170,264,0,4298,2003-06-03 11:40:27.0,null,Placed
171,68861,0,7216,1995-05-09 08:58:23.0,null,Placed
172,52285,0,3431,1996-08-17 04:54:15.0,null,Placed
173,83433,0,3322,1996-11-25 21:19:12.0,null,Placed
174,80431,0,587,2003-10-29 21:36:08.0,null,Placed
175,27342,0,7634,2000-02-24 07:48:47.0,null,Placed
176,96732,0,7002,2004-10-21 06:14:24.0,null,Placed
177,34753,0,9509,2003-02-07 21:50:52.0,null,Placed
178,96766,0,2681,2003-08-03 03:57:42.0,null,Placed
179,95099,0,4936,1997-08-15 01:31:44.0,null,Placed
180,82418,0,3167,2002-03-03 15:17:18.0,null,Placed
181,56489,0,324,2011-12-06 01:17:45.0,null,Placed
182,73518,0,7896,2009-09-09 00:54:18.0,null,Placed
183,23083,0,7849,2004-05-26 16:19:36.0,null,Placed
184,93957,0,2529,1996-03-02 06:31:11.0,null,Placed
185,89238,0,6582,2012-12-10 15:53:29.0,null,Placed
186,32591,0,5269,2011-12-03 05:23:33.0,null,Placed
187,15616,0,4596,2001-08-16 06:43:34.0,null,Placed
188,30720,0,7770,2001-03-12 04:17:37.0,null,Placed
189,8519,0,1824,2009-01-01 05:05:24.0,null,Placed
190,82492,0,6116,2001-10-01 11:33:45.0,null,Placed
191,41751,0,1107,2011-01-19 10:27:19.0,null,Placed
192,41497,0,4501,2000-11-30 07:43:57.0,null,Placed
193,47495,0,6730,2005-08-31 12:53:04.0,null,Placed
194,27398,0,204,2012-12-13 01:35:53.0,null,Placed
195,16688,0,7515,2005-06-16 18:03:23.0,null,Placed
196,64246,0,6540,2012-09-05 05:49:17.0,null,Placed
197,92670,0,7380,2010-11-08 14:19:57.0,null,Placed
198,90517,0,3584,2005-11-28 22:08:18.0,null,Placed
199,16871,0,6915,2006-06-26 23:46:07.0,null,Placed
200,39491,0,8731,1998-06-22 22:55:21.0,null,Placed
201,38293,0,8042,2000-06-10 08:55:48.0,null,Placed
202,13047,0,5823,2002-08-09 05:21:53.0,null,Placed
203,11858,0,6002,2008-02-24 10:15:51.0,null,Placed
204,52939,0,2752,2011-11-18 20:41:55.0,null,Placed
205,1297,0,7758,2010-06-28 16:22:33.0,null,Placed
206,9943,0,7214,2004-02-22 03:50:35.0,null,Placed
207,89568,0,4886,2009-03-22 09:51:21.0,null,Placed
208,71590,0,9241,1995-06-24 16:38:25.0,null,Placed
209,92382,0,9634,2001-10-31 00:23:40.0,null,Placed
210,28080,0,9729,2007-11-22 02:12:03.0,null,Placed
211,99208,0,534,2002-09-10 06:47:58.0,null,Placed
212,85363,0,9169,2008-02-24 17:11:32.0,null,Placed
213,6023,0,4431,2007-09-10 16:05:53.0,null,Placed
214,51374,0,82,2006-01-30 10:46:13.0,null,Placed
215,51380,0,9232,1995-06-27 03:10:53.0,null,Placed
216,84888,0,9907,2006-09-30 17:39:14.0,null,Placed
217,85820,0,1089,2000-01-28 18:37:37.0,null,Placed
218,18561,0,8802,2012-11-23 00:14:24.0,null,Placed
219,84607,0,2848,1996-09-04 01:07:40.0,null,Placed
220,49213,0,4674,2011-07-28 14:53:28.0,null,Placed
221,70527,0,8677,1995-08-06 00:31:07.0,null,Placed
222,96878,0,6731,2011-12-10 10:28:27.0,null,Placed
223,77265,0,8987,1997-05-15 19:47:59.0,null,Placed
224,13244,0,9239,2010-02-06 08:59:21.0,null,Placed
225,95639,0,5267,2006-06-18 03:30:45.0,null,Placed
226,76221,0,9818,2001-02-10 04:30:26.0,null,Placed
227,97219,0,8495,2010-06-25 07:51:16.0,null,Placed
228,53413,0,7962,1998-06-13 23:54:55.0,null,Placed
229,59648,0,6313,2007-05-05 12:17:41.0,null,Placed
230,37324,0,7750,1996-10-02 04:54:23.0,null,Placed
231,81991,0,5479,2003-07-31 21:55:44.0,null,Placed
232,38353,0,3467,2004-12-28 15:18:57.0,null,Placed
233,55182,0,5707,2013-10-07 07:51:43.0,null,Placed
234,89702,0,5731,2004-02-06 23:30:18.0,null,Placed
235,70384,0,193,2003-01-20 15:43:35.0,null,Placed
236,57347,0,8886,2005-08-08 19:29:14.0,null,Placed
237,77090,0,7324,2012-10-26 08:01:23.0,null,Placed
238,3772,0,3932,2005-12-11 21:40:23.0,null,Placed
239,18178,0,122,2012-09-27 06:21:08.0,null,Placed
240,97657,0,7738,2004-12-24 15:41:07.0,null,Placed
241,14890,0,79,2011-10-14 00:40:12.0,null,Placed
242,9070,0,7966,2006-06-23 00:10:01.0,null,Placed
243,16297,0,8174,1995-04-07 22:26:35.0,null,Placed
244,68719,0,7029,2003-07-01 11:48:43.0,null,Placed
245,5281,0,8497,1995-06-21 17:25:05.0,null,Placed
246,60577,0,1400,2012-03-28 11:40:07.0,null,Placed
247,10153,0,329,2009-04-16 12:41:08.0,null,Placed
248,65177,0,482,2014-01-09 05:35:39.0,null,Placed
249,63101,0,1543,2007-12-03 01:11:09.0,null,Placed
250,10151,0,2856,1997-03-18 15:08:12.0,null,Placed
251,81666,0,7045,2000-11-03 19:21:13.0,null,Placed
252,59441,0,9840,1998-03-15 07:20:54.0,null,Placed
253,65792,0,9158,1999-03-08 15:19:13.0,null,Placed
254,53734,0,2543,2003-11-16 01:00:23.0,null,Placed
255,93440,0,5436,2011-12-19 15:26:12.0,null,Placed
256,71746,0,173,1996-08-05 04:25:01.0,null,Placed
257,67128,0,6290,2002-11-18 03:51:50.0,null,Placed
258,91558,0,6414,1997-04-19 06:23:47.0,null,Placed
259,84312,0,5450,2014-11-17 09:56:26.0,null,Placed
260,37297,0,6377,2012-03-06 17:23:04.0,null,Placed
261,61600,0,6478,1995-04-04 22:32:39.0,null,Placed
262,87020,0,5885,2014-03-03 05:21:03.0,null,Placed
263,16058,0,6785,2004-11-01 23:58:39.0,null,Placed
264,29644,0,720,2011-08-22 20:09:18.0,null,Placed
265,19657,0,6385,2011-06-02 18:06:48.0,null,Placed
266,15759,0,7292,2013-09-13 01:15:18.0,null,Placed
267,24790,0,6557,2009-12-04 02:12:54.0,null,Placed
268,77299,0,5331,2013-11-25 05:58:50.0,null,Placed
269,35456,0,9564,1999-06-16 15:34:14.0,null,Placed
270,42090,0,5684,2002-05-28 06:31:48.0,null,Placed
271,61229,0,7356,2000-12-11 18:18:39.0,null,Placed
272,6663,0,4330,2000-05-11 07:33:06.0,null,Placed
273,19824,0,8850,1998-03-06 18:55:59.0,null,Placed
274,82072,0,4535,2009-08-29 08:38:02.0,null,Placed
275,9611,0,9243,2009-08-28 10:53:27.0,null,Placed
276,17973,0,4565,2006-04-14 05:14:02.0,null,Placed
277,73296,0,9031,2009-02-15 17:05:34.0,null,Placed
278,19415,0,9095,1996-01-14 03:33:01.0,null,Placed
279,52361,0,6846,2008-07-04 20:41:28.0,null,Placed
280,31986,0,7626,1997-10-20 23:32:27.0,null,Placed
281,40017,0,8501,1998-08-09 12:22:24.0,null,Placed
282,25029,0,2505,2001-04-28 15:45:52.0,null,Placed
283,27424,0,8808,2010-02-14 09:26:48.0,null,Placed
284,52986,0,8153,2003-12-21 01:55:23.0,null,Placed
285,55494,0,9248,2010-05-27 19:24:01.0,null,Placed
286,61621,0,6632,2004-03-26 05:55:20.0,null,Placed
287,27852,0,4985,2009-09-13 03:06:40.0,null,Placed
288,54633,0,4153,1998-04-27 16:01:53.0,null,Placed
289,12592,0,7200,2014-12-08 11:50:07.0,null,Placed
290,8401,0,7640,2010-09-12 05:09:52.0,null,Placed
291,13312,0,8399,1998-07-24 12:01:27.0,null,Placed
292,59688,0,8955,2009-06-02 15:27:02.0,null,Placed
293,94936,0,9437,2005-06-27 16:36:17.0,null,Placed
294,6944,0,6831,2012-10-01 05:19:49.0,null,Placed
295,26527,0,5487,2002-01-08 02:36:10.0,null,Placed
296,14859,0,8669,2004-10-23 02:04:09.0,null,Placed
297,77417,0,8640,1997-04-10 09:12:54.0,null,Placed
298,41745,0,1365,2004-12-04 04:00:40.0,null,Placed
299,6089,0,1456,1999-10-23 09:08:47.0,null,Placed
300,45979,0,8398,1997-11-03 19:10:03.0,null,Placed
301,58705,0,1654,2010-01-05 13:42:27.0,null,Placed
302,86750,0,4229,2010-02-14 09:39:45.0,null,Placed
303,71280,0,527,2012-03-26 00:23:24.0,null,Placed
304,95609,0,4580,2011-10-27 23:17:05.0,null,Placed
305,16020,0,4278,1999-09-25 00:54:22.0,null,Placed
306,56767,0,9749,2011-11-28 09:48:04.0,null,Placed
307,28152,0,9633,2000-04-12 09:18:35.0,null,Placed
308,22290,0,6224,2000-12-12 05:00:49.0,null,Placed
309,9436,0,4998,2010-06-23 00:30:53.0,null,Placed
310,45220,0,4287,1995-03-11 07:21:58.0,null,Placed
311,10945,0,8348,2012-11-18 08:54:00.0,null,Placed
312,51695,0,6420,2012-06-20 10:44:33.0,null,Placed
313,38432,0,5089,2001-08-29 08:38:30.0,null,Placed
314,33989,0,4762,2002-03-26 20:25:07.0,null,Placed
315,99055,0,9406,1999-07-10 06:23:31.0,null,Placed
316,24254,0,7788,1999-07-15 11:31:41.0,null,Placed
317,29812,0,168,2011-09-30 22:24:29.0,null,Placed
318,75335,0,6610,1995-12-14 18:09:52.0,null,Placed
319,42683,0,2821,2011-05-25 18:36:22.0,null,Placed
320,64328,0,1277,1999-03-08 03:06:11.0,null,Placed
321,77014,0,692,2003-12-14 11:09:15.0,null,Placed
322,89270,0,3080,2007-06-14 12:29:53.0,null,Placed
323,39461,0,511,1999-05-09 04:56:33.0,null,Placed
324,69190,0,6923,2014-11-26 07:11:01.0,null,Placed
325,93355,0,9808,2004-09-05 23:55:27.0,null,Placed
326,87890,0,5710,2009-10-01 02:05:34.0,null,Placed
327,43559,0,9534,2001-10-04 08:42:27.0,null,Placed
328,27207,0,2171,2008-04-11 10:07:45.0,null,Placed
329,26288,0,8598,2010-06-04 14:43:24.0,null,Placed
330,76533,0,614,2004-08-30 00:08:59.0,null,Placed
331,91458,0,6074,2000-07-28 19:15:56.0,null,Placed
332,40503,0,7460,2009-01-31 01:03:59.0,null,Placed
333,23429,0,1337,2003-10-09 05:13:41.0,null,Placed
334,83953,0,8600,2014-10-08 22:54:55.0,null,Placed
335,60976,0,5283,2008-10-04 09:40:28.0,null,Placed
336,50611,0,7561,1998-05-15 13:33:16.0,null,Placed
337,87418,0,477,2004-04-12 10:30:58.0,null,Placed
338,45750,0,3750,1997-06-12 18:01:53.0,null,Placed
339,95028,0,8634,1997-04-09 10:23:24.0,null,Placed
340,72248,0,4265,2003-12-03 08:54:47.0,null,Placed
341,60199,0,9658,2004-11-25 23:22:39.0,null,Placed
342,4967,0,75,2002-11-22 05:50:46.0,null,Placed
343,19337,0,5850,2014-10-31 13:36:40.0,null,Placed
344,12213,0,3388,2012-08-05 21:16:16.0,null,Placed
345,65096,0,8140,2009-08-23 22:50:07.0,null,Placed
346,61694,0,6550,2003-02-11 16:44:51.0,null,Placed
347,42381,0,5708,1998-09-03 12:52:08.0,null,Placed
348,3119,0,2385,2008-12-16 06:28:30.0,null,Placed
349,40080,0,5618,2013-03-11 02:28:31.0,null,Placed
350,15014,0,4444,2003-11-04 13:38:26.0,null,Placed
351,25587,0,7206,1999-06-18 08:28:57.0,null,Placed
352,20191,0,876,2014-09-06 18:53:02.0,null,Placed
353,33542,0,7063,2008-03-08 20:08:18.0,null,Placed
354,53812,0,2629,1996-04-12 18:37:26.0,null,Placed
355,94196,0,6353,2008-08-10 07:24:33.0,null,Placed
356,46711,0,2213,2008-03-02 02:14:16.0,null,Placed
357,17782,0,4588,2010-11-15 12:37:45.0,null,Placed
358,40066,0,2321,2010-09-12 21:01:11.0,null,Placed
359,89405,0,1726,2001-03-03 04:10:26.0,null,Placed
360,96770,0,9941,2008-10-28 22:35:11.0,null,Placed
361,87281,0,3010,2000-10-20 12:57:44.0,null,Placed
362,74660,0,256,1998-10-12 17:47:07.0,null,Placed
363,28151,0,8696,2012-07-12 07:22:05.0,null,Placed
364,94687,0,7648,1995-07-01 01:28:35.0,null,Placed
365,43888,0,7052,1995-04-20 21:47:42.0,null,Placed
366,8791,0,5247,1996-09-14 15:26:34.0,null,Placed
367,28211,0,7191,2012-01-31 14:24:16.0,null,Placed
368,14289,0,136,2013-06-02 05:24:10.0,null,Placed
369,42713,0,3600,2004-05-29 14:38:54.0,null,Placed
370,70393,0,8637,2005-11-24 20:36:40.0,null,Placed
371,3023,0,698,2002-02-12 11:04:17.0,null,Placed
372,75473,0,138,2009-04-03 17:40:09.0,null,Placed
373,16973,0,3373,1996-12-31 20:25:35.0,null,Placed
374,42856,0,7520,2013-06-04 04:12:58.0,null,Placed
375,48247,0,6710,1995-01-30 06:28:14.0,null,Placed
376,2380,0,9066,1998-08-01 20:45:21.0,null,Placed
377,1560,0,8993,2013-10-09 20:56:39.0,null,Placed
378,28320,0,1212,1998-12-09 22:30:39.0,null,Placed
379,67511,0,7664,2007-06-20 23:59:43.0,null,Placed
380,72723,0,4527,1995-04-28 23:14:02.0,null,Placed
381,46691,0,9493,2007-10-25 02:58:40.0,null,Placed
382,10073,0,6756,2000-03-19 11:57:22.0,null,Placed
383,59485,0,7043,2013-07-04 22:50:34.0,null,Placed
384,25520,0,8285,1997-07-22 07:23:29.0,null,Placed
385,83979,0,319,1998-06-15 20:25:47.0,null,Placed
386,26854,0,418,2014-02-11 05:04:20.0,null,Placed
387,5363,0,754,2006-11-07 18:46:37.0,null,Placed
388,70604,0,4975,2009-03-07 19:36:49.0,null,Placed
389,4751,0,4868,2009-02-10 10:16:24.0,null,Placed
390,44382,0,494,1995-01-15 08:23:09.0,null,Placed
391,44774,0,8638,2003-06-27 06:36:17.0,null,Placed
392,63121,0,157,2001-11-16 07:37:49.0,null,Placed
393,74274,0,1468,2004-10-22 23:46:43.0,null,Placed
394,16586,0,1048,1997-10-05 13:30:27.0,null,Placed
395,29857,0,7010,2004-01-19 13:04:55.0,null,Placed
396,83875,0,1012,2006-10-13 22:43:39.0,null,Placed
397,32922,0,5937,2010-02-06 04:41:26.0,null,Placed
398,61885,0,8828,1996-08-06 18:29:09.0,null,Placed
399,7164,0,4314,1998-10-13 14:44:15.0,null,Placed
400,41147,0,6766,2010-06-04 18:59:42.0,null,Placed
401,95214,0,24,2013-01-28 03:53:43.0,null,Placed
402,9738,0,3216,1997-11-25 14:29:37.0,null,Placed
403,77314,0,8785,2003-04-12 13:17:42.0,null,Placed
404,38964,0,2318,2014-03-30 23:44:11.0,null,Placed
405,5956,0,9106,2006-03-08 22:12:20.0,null,Placed
406,93436,0,4451,2007-10-16 18:58:44.0,null,Placed
407,48524,0,2178,1998-04-11 15:13:57.0,null,Placed
408,50204,0,4442,2002-04-11 19:07:45.0,null,Placed
409,22255,0,4872,1999-07-15 22:51:44.0,null,Placed
410,64869,0,2393,2002-02-08 02:19:25.0,null,Placed
411,54098,0,7875,2011-09-05 04:04:54.0,null,Placed
412,2478,0,1832,2006-05-13 09:10:28.0,null,Placed
413,66913,0,5610,2007-06-06 13:16:55.0,null,Placed
414,83753,0,8421,2010-07-04 17:09:47.0,null,Placed
415,19114,0,8534,2005-12-26 00:05:03.0,null,Placed
416,38607,0,4037,2003-05-22 08:07:27.0,null,Placed
417,26452,0,7033,2013-10-06 05:45:29.0,null,Placed
418,90901,0,9902,2011-09-15 05:24:35.0,null,Placed
419,19236,0,810,1999-05-22 19:46:26.0,null,Placed
420,58925,0,1989,2003-12-22 04:23:58.0,null,Placed
421,78141,0,1687,2007-02-01 08:35:02.0,null,Placed
422,54786,0,2139,2001-09-29 12:05:51.0,null,Placed
423,8513,0,1216,2013-09-05 18:05:00.0,null,Placed
424,8672,0,1324,1997-02-07 08:08:04.0,null,Placed
425,21595,0,2178,2000-12-07 13:17:24.0,null,Placed
426,64279,0,9857,2002-04-28 05:08:23.0,null,Placed
427,56523,0,3839,2007-03-17 21:35:43.0,null,Placed
428,89601,0,8570,2000-02-12 08:25:09.0,null,Placed
429,246,0,5609,2000-03-15 21:32:49.0,null,Placed
430,2034,0,8043,2001-01-22 18:05:55.0,null,Placed
431,64543,0,9933,1996-01-30 19:28:47.0,null,Placed
432,58949,0,7906,2008-07-05 08:21:41.0,null,Placed
433,47486,0,1261,1999-03-27 17:18:27.0,null,Placed
434,57640,0,9609,2000-09-24 19:03:13.0,null,Placed
435,77460,0,60,2011-10-25 00:45:53.0,null,Placed
436,29165,0,3599,2005-01-19 00:01:48.0,null,Placed
437,90491,0,8943,2002-04-26 11:49:22.0,null,Placed
438,59219,0,6334,1999-05-05 18:38:22.0,null,Placed
439,4389,0,3639,2008-08-15 04:29:22.0,null,Placed
440,23576,0,4750,2012-08-04 11:23:30.0,null,Placed
441,43183,0,873,2002-05-01 07:07:06.0,null,Placed
442,61392,0,8460,2008-01-21 00:24:05.0,null,Placed
443,8764,0,4931,1998-07-29 07:23:25.0,null,Placed
444,12611,0,3452,2000-02-02 03:19:35.0,null,Placed
445,76643,0,8807,1998-03-16 17:29:52.0,null,Placed
446,94830,0,5074,1998-11-28 06:31:25.0,null,Placed
447,46228,0,1399,1997-10-18 07:37:40.0,null,Placed
448,34030,0,3620,1996-03-29 00:50:38.0,null,Placed
449,20265,0,5362,1996-12-03 06:41:11.0,null,Placed
450,12368,0,8819,1999-04-06 22:00:15.0,null,Placed
451,17261,0,46,2011-12-08 21:15:14.0,null,Placed
